candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
54,0,1,21,35,0,1,1,1,0,4.446237087249756,0.07679353654384613,4.118648529052734
55,0,0,11,45,1,1,1,1,1,1.4859281778335571,0.022507445886731148,0.9478042125701904
56,1,2,126,22,1,1,1,1,1,1.4360554218292236,0.04839489981532097,0.7110235095024109
57,0,1,21,36,0,1,1,1,0,4.544647216796875,0.10001886636018753,4.661319732666016
58,1,0,106,48,1,1,1,1,1,2.5797533988952637,0.027130266651511192,1.0037707090377808
59,1,0,142,46,1,1,1,1,1,2.291684150695801,0.04668667912483215,0.953568160533905
60,0,1,21,39,0,1,1,1,0,4.671214580535889,0.09038432687520981,4.429051399230957
61,0,1,21,33,0,1,1,1,0,4.276937961578369,0.06817194074392319,4.296973705291748
62,0,1,20,42,0,0,1,1,0,6.942196369171143,0.09444604068994522,4.092859745025635
63,0,1,20,24,0,0,1,1,0,5.700037956237793,0.06873717159032822,3.8614091873168945
64,0,0,17,26,1,1,1,1,1,3.226757526397705,0.07245993614196777,0.9337642788887024
65,0,1,20,20,0,1,1,1,0,4.938731670379639,0.045242130756378174,4.244606971740723
66,0,1,20,27,0,0,1,1,1,5.0014166831970215,0.0745697095990181,3.4775004386901855
67,1,1,159,40,0,1,0,1,0,4.787688732147217,0.10372569411993027,4.27484130859375
68,0,1,21,36,0,1,1,1,0,4.507793426513672,0.09198033809661865,3.8740553855895996
69,1,0,105,34,1,1,1,1,1,2.596515417098999,0.021467553451657295,1.018490195274353
70,0,2,61,45,1,1,1,1,1,0.9589933156967163,0.10448922961950302,0.8412304520606995
71,0,2,48,39,1,1,1,1,1,1.7744755744934082,0.04219141975045204,1.0149388313293457
72,1,0,151,21,1,1,1,1,1,3.995537757873535,0.032674141228199005,0.9748777747154236
73,0,2,51,42,1,1,1,1,1,2.64906644821167,0.04441837593913078,0.9324996471405029
74,1,1,123,27,0,1,0,1,0,4.40846061706543,0.04258629307150841,4.605501651763916
75,1,2,169,21,1,1,1,1,1,0.7849322557449341,0.04112948104739189,0.8908711671829224
76,0,0,16,49,1,1,1,1,1,1.5151077508926392,0.028430599719285965,0.9579399824142456
77,0,0,4,31,1,1,1,1,1,1.6955649852752686,0.02197176031768322,0.9633866548538208
78,0,2,43,50,1,1,1,1,1,2.958972454071045,0.035331208258867264,0.922179102897644
79,0,2,28,32,1,1,1,1,1,2.086775302886963,0.053854960948228836,0.7937508225440979
80,0,0,9,32,1,1,1,1,1,1.3538073301315308,0.022295016795396805,0.9402910470962524
81,1,1,161,46,0,1,1,1,0,3.5889880657196045,0.18593411147594452,3.5055954456329346
82,0,0,18,25,0,1,1,1,0,3.525576591491699,0.05119588226079941,4.280744552612305
83,1,2,171,42,1,1,1,1,1,2.603180408477783,0.03493542596697807,0.9270811080932617
84,0,0,3,30,1,1,1,1,1,0.7413029670715332,0.01651518978178501,0.9773852825164795
85,1,0,101,28,1,1,1,1,1,4.7342658042907715,0.025206279009580612,1.0083768367767334
86,0,2,78,39,0,0,1,1,1,5.6609344482421875,0.02374371513724327,0.9696562886238098
87,1,2,134,37,1,1,1,1,1,1.0662388801574707,0.029007883742451668,0.8640703558921814
88,0,2,39,31,1,1,1,1,1,1.0483475923538208,0.028002610430121422,0.9399232864379883
89,1,2,134,39,1,1,1,1,1,2.2873330116271973,0.034279659390449524,0.8794523477554321
90,0,2,91,23,0,0,1,1,1,9.492715835571289,0.02677740715444088,1.013183355331421
91,1,1,122,25,0,1,0,1,0,4.506282329559326,0.05752420425415039,4.75937557220459
92,1,0,116,33,1,1,1,1,1,2.8584110736846924,0.03631407022476196,1.0135462284088135
93,1,2,164,20,1,1,1,1,1,1.137437343597412,0.03959614783525467,0.8228238821029663
94,1,0,156,33,1,1,1,1,1,3.8080811500549316,0.06171557679772377,0.9208040237426758
95,1,2,135,38,1,1,1,1,1,3.549889326095581,0.04438816010951996,0.8838474154472351
96,0,1,20,33,0,1,1,1,0,4.932740211486816,0.08627091348171234,4.415351390838623
97,0,2,52,40,1,1,1,1,1,1.9510173797607422,0.043128788471221924,0.9339655041694641
98,1,1,123,34,0,1,0,1,0,3.8260483741760254,0.06338401138782501,4.296288967132568
99,0,0,5,32,1,1,1,1,1,2.986647129058838,0.023359112441539764,0.9891353845596313
100,1,1,123,32,0,0,0,1,0,5.133021354675293,0.07971680164337158,4.446465492248535
101,1,0,108,27,1,1,1,1,1,2.1078896522521973,0.0204157717525959,1.011067509651184
102,1,2,125,23,1,1,1,1,1,1.7083110809326172,0.06292878836393356,0.8137823343276978
103,1,0,120,48,0,0,1,1,0,6.691892147064209,0.10273893177509308,4.241323947906494
104,0,0,9,34,1,1,1,1,1,0.8906589150428772,0.013622071593999863,0.9732699990272522
105,1,0,121,38,0,0,1,1,0,6.108156204223633,0.058975279331207275,4.281975269317627
106,0,1,21,24,0,1,1,1,0,4.273651123046875,0.05115657299757004,3.9593679904937744
107,0,2,49,20,1,1,1,1,1,1.2639544010162354,0.029793450608849525,1.0034416913986206
108,0,0,2,37,1,1,1,1,1,1.7522122859954834,0.02789410389959812,1.0026644468307495
109,0,2,22,28,0,0,1,1,1,8.373947143554688,0.0925561785697937,1.3742114305496216
110,0,1,21,41,0,1,1,1,0,4.4800920486450195,0.09874840080738068,4.060623645782471
111,1,2,133,47,1,1,1,1,1,0.55673748254776,0.03149683028459549,0.8531485795974731
112,0,2,65,46,1,1,1,1,1,1.9845974445343018,0.09686194360256195,0.8808176517486572
113,1,2,134,35,1,1,1,1,1,1.1686956882476807,0.039544638246297836,0.8627150654792786
114,0,0,15,41,1,1,1,1,1,1.00333571434021,0.03172868490219116,0.928528904914856
115,0,2,48,49,1,1,1,1,1,1.1318087577819824,0.05170999467372894,1.0170336961746216
116,1,0,145,35,0,0,1,1,1,10.588030815124512,0.03630251809954643,0.9755249619483948
117,0,0,12,45,1,1,1,1,1,1.9531774520874023,0.061021797358989716,1.037979006767273
118,0,0,10,24,1,1,1,1,1,0.7760119438171387,0.01923563703894615,0.9664736390113831
119,1,2,127,49,1,1,1,1,1,0.8038395643234253,0.10693831741809845,0.6282333135604858
120,1,1,159,31,0,0,0,1,0,5.728512763977051,0.07080705463886261,4.886388301849365
121,1,2,135,39,1,1,1,1,1,1.4038479328155518,0.03856915608048439,0.8429206013679504
122,1,2,170,22,1,1,1,1,1,2.441152334213257,0.03595959395170212,0.9233195185661316
123,1,0,120,48,0,0,1,1,0,11.493419647216797,0.10636409372091293,3.7160561084747314
124,1,2,167,25,1,1,1,1,1,0.7979504466056824,0.04080686718225479,0.8930231928825378
125,0,1,20,40,0,0,1,1,0,6.079314231872559,0.09136825054883957,4.210437774658203
126,0,0,11,47,1,1,1,1,1,0.6511974334716797,0.03779076412320137,0.9309788942337036
127,1,0,120,20,0,1,1,1,0,4.654886722564697,0.04808590188622475,4.520848274230957
128,1,2,135,33,1,1,1,1,1,1.4506161212921143,0.04258063808083534,0.8825980424880981
129,1,2,135,32,1,1,1,1,1,3.7133824825286865,0.05888800323009491,0.8716029524803162
130,1,2,128,36,1,1,1,1,1,0.3866386413574219,0.039996858686208725,0.7328022122383118
131,0,1,20,23,0,0,1,1,0,5.824002742767334,0.05377832055091858,4.3878607749938965
132,1,1,161,28,0,1,0,1,0,3.9159231185913086,0.061752498149871826,4.137835502624512
133,0,0,10,44,1,1,1,1,1,0.54496830701828,0.016510238870978355,0.9670917391777039
134,0,0,8,28,1,1,1,1,1,1.011512279510498,0.018161674961447716,0.968318521976471
135,0,2,62,28,1,1,1,1,1,2.2266316413879395,0.032981887459754944,1.0327556133270264
136,0,1,21,29,0,1,1,1,0,4.25214958190918,0.04982152208685875,3.946993350982666
137,1,1,161,24,0,1,0,1,0,3.7735986709594727,0.08279383927583694,3.7420663833618164
138,1,2,132,35,1,1,1,1,1,0.6755709648132324,0.06091362237930298,0.8397766947746277
139,0,0,8,41,1,1,1,1,1,2.443476915359497,0.10760652273893356,0.8191161155700684
140,1,1,122,33,0,1,0,1,0,4.415791034698486,0.0843060314655304,4.18087911605835
141,1,0,120,29,0,0,1,1,0,5.135200023651123,0.034342385828495026,4.807989597320557
142,1,0,110,38,1,1,1,1,1,4.655280113220215,0.03189166635274887,1.0389212369918823
143,0,2,25,49,1,1,1,1,1,3.1393799781799316,0.0884132981300354,0.7923241853713989
144,0,0,13,39,1,1,1,1,1,0.6276596784591675,0.01668647862970829,0.9580867886543274
145,0,2,50,26,1,1,1,1,1,1.1272507905960083,0.02991790510714054,0.958203136920929
146,1,1,160,29,0,1,0,1,0,1.7722904682159424,0.03959586098790169,4.268209934234619
147,1,2,133,32,1,1,1,1,1,1.0141559839248657,0.02269802987575531,0.888133704662323
148,1,2,132,39,1,1,1,1,1,4.88215446472168,0.06651216000318527,0.770517110824585
149,1,2,133,20,1,1,1,1,1,1.7769455909729004,0.04926122725009918,0.890471339225769
150,1,1,161,32,0,1,0,1,0,3.1357944011688232,0.08922368288040161,3.711684465408325
151,1,1,123,42,0,0,0,1,0,6.872354507446289,0.13110247254371643,4.231744766235352
152,0,2,41,37,1,1,1,1,1,1.3931763172149658,0.07026080042123795,0.8621202111244202
153,0,0,18,39,0,1,1,1,0,3.709242343902588,0.08303417265415192,3.8274776935577393
154,0,0,1,23,1,1,1,1,1,1.9279006719589233,0.03516755998134613,0.9425832629203796
155,0,0,7,44,1,1,1,1,1,1.525888442993164,0.030519498512148857,1.016614556312561
156,1,0,108,41,1,1,1,1,1,2.2932350635528564,0.03448491916060448,0.9759606719017029
157,0,2,24,34,1,1,1,1,1,3.9103453159332275,0.07326006144285202,0.8516635894775391
158,1,1,160,43,0,1,0,1,0,2.946240186691284,0.09140902757644653,4.111738681793213
159,1,1,160,22,0,1,0,1,0,3.279301404953003,0.07832714170217514,3.900418996810913
160,0,0,3,47,1,1,1,1,1,0.9758210182189941,0.01826908253133297,0.9867427349090576
161,1,1,160,30,0,1,0,1,0,3.358445644378662,0.0602312795817852,4.431392192840576
162,0,1,21,34,0,1,1,1,0,4.850706577301025,0.11638617515563965,4.97862434387207
163,0,1,20,37,0,1,1,1,0,4.945133686065674,0.06307538598775864,4.39234733581543
164,0,1,21,37,0,1,1,1,0,4.4256591796875,0.13328590989112854,4.050287246704102
165,0,2,25,50,1,1,1,1,1,2.814497470855713,0.10332535207271576,0.7209040522575378
166,1,0,106,31,1,1,1,1,1,2.565627098083496,0.0505109578371048,0.9534849524497986
167,0,0,5,33,1,1,1,1,1,0.771094560623169,0.017581425607204437,0.9560167789459229
168,0,0,7,49,1,1,1,1,1,2.5397253036499023,0.07935995608568192,1.067306399345398
169,0,0,18,33,0,1,1,1,0,2.5709493160247803,0.07612128555774689,3.525465726852417
170,0,2,74,34,1,1,1,1,1,4.60507869720459,0.03740554675459862,0.9599258899688721
171,1,1,123,33,0,0,0,1,0,6.8122053146362305,0.0644993707537651,4.683470249176025
172,0,0,7,33,1,1,1,1,1,1.597663164138794,0.021183421835303307,0.9362006783485413
173,0,0,4,37,1,1,1,1,1,1.3668009042739868,0.030663443729281425,0.9488719701766968
174,1,2,129,25,1,1,1,1,1,1.551584005355835,0.047896482050418854,0.7945695519447327
175,1,1,160,38,0,1,0,1,0,3.2100372314453125,0.10710171610116959,3.8144469261169434
176,0,2,32,47,1,1,1,1,1,1.7048312425613403,0.05161372572183609,0.9460589289665222
177,1,1,122,47,0,0,0,1,0,5.505195140838623,0.08538047224283218,4.866985321044922
178,1,0,147,21,1,1,1,1,1,2.422976493835449,0.03419080749154091,0.9725240468978882
179,1,1,161,36,0,1,0,1,0,4.036096096038818,0.07487531006336212,4.152980804443359
180,0,1,21,44,0,1,1,1,0,4.6026930809021,0.09596559405326843,4.635486602783203
181,1,0,138,45,0,0,1,1,1,6.941102504730225,0.04027711972594261,1.0785951614379883
182,0,2,80,45,1,1,1,1,1,2.9520797729492188,0.0755482167005539,1.10893714427948
183,0,1,21,38,0,1,1,1,0,4.503773212432861,0.10126274824142456,4.396241188049316
184,1,1,159,28,0,1,0,1,0,3.357483148574829,0.06197022646665573,4.403127193450928
185,1,2,162,39,0,1,1,1,0,4.606558799743652,0.08337569981813431,4.162932872772217
186,1,2,172,45,1,1,1,1,1,1.0964858531951904,0.037940312176942825,0.8242127299308777
187,1,0,150,46,1,1,1,1,1,4.848738670349121,0.04520288482308388,0.9751245975494385
188,1,0,101,49,1,1,1,1,1,4.5790181159973145,0.06301833689212799,1.1065069437026978
189,1,0,121,24,0,0,1,1,0,6.508639335632324,0.05532163009047508,3.8797855377197266
190,1,1,159,46,0,0,0,1,1,5.057965278625488,0.10688412934541702,3.20229172706604
191,1,1,160,25,0,1,0,1,0,3.0049710273742676,0.0548284538090229,3.6425275802612305
192,0,1,20,36,0,0,1,1,0,5.569087982177734,0.08477873355150223,3.9079790115356445
193,1,0,112,29,1,1,1,1,1,3.674933910369873,0.04949168488383293,1.066641926765442
194,1,0,112,39,0,0,1,1,1,7.318599224090576,0.04614876210689545,0.9496520757675171
195,0,1,20,46,0,0,1,1,0,5.142459392547607,0.10032804310321808,4.753178119659424
196,1,0,149,46,1,1,1,1,1,3.046739101409912,0.060206830501556396,0.9555726647377014
197,1,0,121,46,0,0,1,1,0,6.8132405281066895,0.08740269392728806,4.399911880493164
198,0,2,60,49,1,1,1,1,1,4.144946098327637,0.08390331268310547,0.8650864958763123
199,0,2,79,38,1,1,1,1,1,3.117644786834717,0.046164900064468384,0.9614624977111816
200,1,2,134,48,1,1,1,1,1,2.002612352371216,0.041555777192115784,0.8654231429100037
201,0,0,4,45,1,1,1,1,1,2.11156964302063,0.02049092762172222,0.9447852373123169
202,1,2,130,23,1,1,1,1,1,0.4151746332645416,0.03910031542181969,0.7847790122032166
203,0,1,21,46,0,1,1,1,0,4.385039806365967,0.07251381874084473,4.365079879760742
204,0,2,84,22,0,0,1,1,1,6.419068336486816,0.025230009108781815,1.0077236890792847
205,1,0,145,40,1,1,1,1,1,4.46632719039917,0.045425813645124435,1.0631519556045532
206,0,0,9,25,1,1,1,1,1,2.0398757457733154,0.026179900392889977,0.9873775839805603
207,1,1,122,36,0,0,0,1,0,8.39281940460205,0.1318938136100769,3.846182107925415
208,0,1,20,46,0,0,1,1,0,6.695865631103516,0.07879725843667984,4.14078426361084
209,0,2,93,40,0,0,1,1,1,5.124469757080078,0.07524159550666809,0.8991401195526123
210,0,1,21,46,0,1,1,1,0,4.515443801879883,0.14336203038692474,4.593629360198975
211,0,1,21,39,0,1,1,1,0,4.642996788024902,0.1194750964641571,4.12672758102417
212,0,1,20,42,0,0,1,1,0,6.7372846603393555,0.1472577303647995,4.2640790939331055
213,0,2,92,38,1,1,1,1,1,2.591996192932129,0.022306662052869797,1.0284149646759033
214,1,2,124,23,1,1,1,1,1,2.5065205097198486,0.0907696858048439,2.1879420280456543
215,1,1,123,50,0,1,0,1,0,2.2977309226989746,0.1379491239786148,3.949497938156128
216,0,0,19,28,0,1,1,1,0,4.107712268829346,0.10614489763975143,3.7646028995513916
217,1,1,122,44,0,0,0,1,0,7.231719493865967,0.12034156173467636,4.194787502288818
218,1,2,172,38,1,1,1,1,1,2.9092705249786377,0.03899439796805382,0.9075872302055359
219,0,2,83,29,0,0,1,1,1,5.812478065490723,0.03363541513681412,1.0549376010894775
220,0,0,14,50,1,1,1,1,1,0.8010193109512329,0.023087061941623688,0.9673271179199219
221,1,2,163,46,1,1,1,1,1,1.8344571590423584,0.0831310898065567,0.9327282309532166
222,1,2,168,35,1,1,1,1,1,1.3067233562469482,0.05433020368218422,0.9245344400405884
223,1,0,102,42,0,0,1,1,1,8.384618759155273,0.021633822470903397,0.9992175102233887
224,1,0,99,47,1,1,1,1,1,2.8932154178619385,0.029528405517339706,1.0322731733322144
225,0,0,12,41,1,1,1,1,1,2.7065916061401367,0.016774741932749748,0.9588288068771362
226,0,0,1,42,1,1,1,1,1,1.9564008712768555,0.047032445669174194,1.0381401777267456
227,1,1,159,44,0,1,0,1,0,3.3131144046783447,0.08802441507577896,3.5625557899475098
228,1,1,123,45,0,1,0,1,0,2.8524415493011475,0.07253702729940414,4.227392196655273
229,0,1,21,21,0,1,1,1,0,4.950185775756836,0.050234004855155945,4.37755823135376
230,1,2,171,47,1,1,1,1,1,2.147732973098755,0.034561045467853546,0.9023309350013733
231,1,1,122,33,0,0,0,1,0,6.567019939422607,0.0771230086684227,4.465150833129883
232,1,1,160,30,0,1,0,1,0,3.009054660797119,0.050285909324884415,3.8210864067077637
233,1,0,101,45,0,0,1,1,1,5.31498908996582,0.022606510668992996,1.0335557460784912
234,0,1,21,48,0,1,1,1,0,4.375234603881836,0.09889381378889084,4.485682010650635
235,1,1,122,26,0,0,0,1,0,5.818147659301758,0.0756092295050621,4.787109375
236,1,0,138,47,1,1,1,1,1,4.8927483558654785,0.044668249785900116,0.9475074410438538
237,0,0,0,45,1,1,1,1,1,1.3155913352966309,0.024193840101361275,1.0060997009277344
238,1,0,110,25,1,1,1,1,1,2.8516769409179688,0.03286150470376015,1.0363174676895142
239,1,0,108,45,0,0,1,1,1,5.846372604370117,0.05623137578368187,0.9388101696968079
240,0,2,84,41,0,0,1,1,1,7.238757610321045,0.06980704516172409,0.9606813788414001
241,1,2,169,35,1,1,1,1,1,0.8010812401771545,0.05329177901148796,0.8935407400131226
242,1,0,115,25,1,1,1,1,1,3.6161327362060547,0.02795891836285591,0.9553661942481995
243,1,0,111,48,1,1,1,1,1,4.103598594665527,0.023362603038549423,1.0228558778762817
244,0,1,20,39,0,0,1,1,0,5.084086894989014,0.07057064771652222,4.356480121612549
245,0,2,37,35,1,1,1,1,1,2.2101056575775146,0.05615760385990143,0.9118797183036804
246,1,2,171,39,1,1,1,1,1,0.9612703323364258,0.03117961622774601,0.9057682752609253
247,0,2,94,25,1,1,1,1,1,2.7586328983306885,0.02901635132730007,1.0033092498779297
248,1,2,173,26,0,0,1,1,0,12.343592643737793,0.15777845680713654,9.16001033782959
249,0,0,10,31,1,1,1,1,1,1.8045748472213745,0.028180520981550217,0.9883801341056824
250,1,2,163,30,1,1,1,1,1,1.8080006837844849,0.05152679979801178,1.311319351196289
251,0,0,19,26,0,1,1,1,0,4.031408786773682,0.06956321001052856,4.260502338409424
252,0,1,21,32,0,1,1,1,0,4.33259391784668,0.06233195215463638,4.406702995300293
253,0,0,10,35,1,1,1,1,1,1.1270456314086914,0.02358434535562992,0.9797099232673645
254,0,1,20,24,0,0,1,1,0,6.0888519287109375,0.05810311809182167,4.446788787841797
255,0,1,20,40,0,0,1,1,0,7.295748233795166,0.05440065264701843,4.746397495269775
256,1,1,161,41,0,1,0,1,0,2.379094362258911,0.06896983832120895,3.865787982940674
257,0,1,21,47,0,1,1,1,0,4.103672981262207,0.08580499142408371,4.2041425704956055
258,0,1,21,28,0,1,1,1,0,4.430168628692627,0.07019195705652237,3.962960958480835
259,1,2,130,43,1,1,1,1,1,2.696279287338257,0.06319715082645416,0.7495677471160889
260,0,2,75,35,0,0,1,1,1,6.0547685623168945,0.024617820978164673,1.0071972608566284
261,0,2,76,43,1,1,1,1,1,1.6874277591705322,0.05381665751338005,0.9254105091094971
262,1,2,167,48,1,1,1,1,1,0.805223822593689,0.04913680627942085,0.7894284129142761
263,1,2,168,47,1,1,1,1,1,0.6970396637916565,0.052183397114276886,0.8763417601585388
264,1,2,168,35,1,1,1,1,1,0.8578543663024902,0.04656234756112099,0.894341230392456
265,1,1,160,21,0,1,0,1,0,3.387769937515259,0.06540782749652863,4.379622936248779
266,1,0,114,20,1,1,1,1,1,1.8029975891113281,0.023337962105870247,1.0090137720108032
267,0,2,27,36,1,1,1,1,1,1.9765175580978394,0.0402606800198555,0.764287531375885
268,0,0,5,42,1,1,1,1,1,0.8507426381111145,0.020683128386735916,0.9370201230049133
269,0,0,11,35,1,1,1,1,1,2.122378349304199,0.050272393971681595,1.0464390516281128
270,1,2,169,46,1,1,1,1,1,1.1212494373321533,0.035677194595336914,0.9464673399925232
271,0,0,2,39,1,1,1,1,1,1.6090965270996094,0.026518937200307846,1.0207749605178833
272,0,2,44,32,1,1,1,1,1,2.2986769676208496,0.038250070065259933,0.9067703485488892
273,1,1,122,44,0,0,1,1,0,6.799200534820557,0.26739978790283203,5.262705326080322
274,0,2,89,44,1,1,1,1,1,4.9517822265625,0.04761824384331703,1.080587387084961
275,0,1,20,27,0,1,1,1,0,4.838510513305664,0.059526991099119186,3.6616148948669434
276,1,1,123,40,0,0,0,1,1,5.401908874511719,0.0908036082983017,3.1745150089263916
277,1,1,159,46,0,1,0,1,0,4.6574482917785645,0.10508383810520172,3.7859396934509277
278,1,1,123,23,0,1,0,1,0,4.851627349853516,0.056295398622751236,4.133452415466309
279,0,1,21,22,0,1,1,1,0,4.273535251617432,0.05785275623202324,4.380246162414551
280,0,2,48,37,1,1,1,1,1,2.591937780380249,0.035039402544498444,0.937808096408844
281,0,2,92,20,1,1,1,1,1,4.2855987548828125,0.026252640411257744,1.0093657970428467
282,1,1,159,35,0,0,0,1,0,6.235566139221191,0.07952176779508591,4.399549961090088
283,1,0,154,40,1,1,1,1,1,2.3950910568237305,0.037569522857666016,0.9492992162704468
284,0,2,22,41,0,0,1,1,1,5.065989971160889,0.20441259443759918,1.330894112586975
285,1,2,125,24,1,1,1,1,1,1.8721286058425903,0.045228712260723114,0.9812376499176025
286,0,1,21,37,0,1,1,1,0,4.391997814178467,0.0754019170999527,3.983530044555664
287,1,0,112,41,1,1,1,1,1,2.23325252532959,0.03849209100008011,1.0644586086273193
288,0,0,3,46,1,1,1,1,1,2.599780559539795,0.013701199553906918,0.9593607187271118
289,0,0,13,43,1,1,1,1,1,1.22003173828125,0.03959377482533455,0.917806088924408
290,1,0,141,37,1,1,1,1,1,4.665978908538818,0.04301787167787552,0.9531148076057434
291,0,2,37,35,1,1,1,1,1,1.5590265989303589,0.08265435695648193,0.8093783855438232
292,1,0,141,44,1,1,1,1,1,3.3499789237976074,0.021913770586252213,1.0099152326583862
293,0,1,21,30,1,1,1,1,1,4.219375133514404,0.11568280309438705,3.4048054218292236
294,1,2,173,38,0,0,1,1,0,8.744362831115723,0.1492546945810318,9.57449722290039
295,0,0,0,38,1,1,1,1,1,0.7765913009643555,0.026332277804613113,0.9420842528343201
296,0,2,23,46,0,0,1,1,1,5.436493873596191,0.08500708639621735,1.2521549463272095
297,1,0,114,43,0,0,1,1,1,5.682029724121094,0.0370432548224926,1.0510785579681396
298,1,1,122,22,0,1,0,1,0,4.183678150177002,0.08648374676704407,4.691304683685303
299,0,1,20,47,0,0,1,1,0,7.004879474639893,0.0674910694360733,4.573962211608887
