path,basename,extension,uncompressed_bytes,compressed_bytes,category,depth
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101922.jpg,TS0330_C_20250724_101922.jpg,.jpg,1201238,1181106,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101925.jpg,TS0330_C_20250724_101925.jpg,.jpg,1436048,1419043,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101928.jpg,TS0330_C_20250724_101928.jpg,.jpg,1490903,1474038,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101931.jpg,TS0330_C_20250724_101931.jpg,.jpg,1676729,1658263,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101933.jpg,TS0330_C_20250724_101933.jpg,.jpg,1148951,1121861,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101935.jpg,TS0330_C_20250724_101935.jpg,.jpg,1313027,1289333,image,3
Fotos_videos/cell_C_Z3810/TS0330_C_20250724_101938.jpg,TS0330_C_20250724_101938.jpg,.jpg,1159778,1131861,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K1_VID_20250722_130406_VentC.mp4,TS0330_transcoded_K1_VID_20250722_130406_VentC.mp4,.mp4,45766670,45634925,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K1_VID_20250722_131006_TRC.mp4,TS0330_transcoded_K1_VID_20250722_131006_TRC.mp4,.mp4,45347965,45214635,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K2_VID_20250722_130356_VentC.mp4,TS0330_transcoded_K2_VID_20250722_130356_VentC.mp4,.mp4,46012700,45699389,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K2_VID_20250722_130956_TRC.mp4,TS0330_transcoded_K2_VID_20250722_130956_TRC.mp4,.mp4,45403220,45129081,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K3_VID_20250722_130508_VentC.mp4,TS0330_transcoded_K3_VID_20250722_130508_VentC.mp4,.mp4,45405870,45350594,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K3_VID_20250722_131108_TRC.mp4,TS0330_transcoded_K3_VID_20250722_131108_TRC.mp4,.mp4,45386881,45329386,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K4_VID_20250722_130414_VentC.mp4,TS0330_transcoded_K4_VID_20250722_130414_VentC.mp4,.mp4,45780805,45743627,image,3
Fotos_videos/cell_C_Z3810/TS0330_transcoded_K4_VID_20250722_131014_TRC.mp4,TS0330_transcoded_K4_VID_20250722_131014_TRC.mp4,.mp4,45239685,45195497,image,3
Fotos_videos/cell_D_Z3811/Livecam_2025-07-22 13-28-31_TRD.mkv,Livecam_2025-07-22 13-28-31_TRD.mkv,.mkv,56666137,56541090,image,3
Fotos_videos/cell_D_Z3811/TS0330_20260216_161045.jpg,TS0330_20260216_161045.jpg,.jpg,4036390,4029498,image,3
Fotos_videos/cell_D_Z3811/TS0330_20260216_161052.jpg,TS0330_20260216_161052.jpg,.jpg,2301635,2290312,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134659.jpg,TS0330_D_20250717_134659.jpg,.jpg,2339392,2333706,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134730.jpg,TS0330_D_20250717_134730.jpg,.jpg,1603258,1591517,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134732.jpg,TS0330_D_20250717_134732.jpg,.jpg,1550020,1537599,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134734.jpg,TS0330_D_20250717_134734.jpg,.jpg,1574252,1562196,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134737.jpg,TS0330_D_20250717_134737.jpg,.jpg,1610951,1599562,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134739.jpg,TS0330_D_20250717_134739.jpg,.jpg,1613628,1602330,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250717_134742.jpg,TS0330_D_20250717_134742.jpg,.jpg,1617770,1599385,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102007.jpg,TS0330_D_20250724_102007.jpg,.jpg,2277980,2259489,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102008.jpg,TS0330_D_20250724_102008.jpg,.jpg,2085837,2067389,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102015.jpg,TS0330_D_20250724_102015.jpg,.jpg,2414934,2405482,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102018.jpg,TS0330_D_20250724_102018.jpg,.jpg,2493896,2482687,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102117.jpg,TS0330_D_20250724_102117.jpg,.jpg,2590619,2585582,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102135.jpg,TS0330_D_20250724_102135.jpg,.jpg,2246233,2238849,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102138.jpg,TS0330_D_20250724_102138.jpg,.jpg,1670707,1659346,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102141.jpg,TS0330_D_20250724_102141.jpg,.jpg,1449332,1429252,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102145.jpg,TS0330_D_20250724_102145.jpg,.jpg,2226798,2218519,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102147.jpg,TS0330_D_20250724_102147.jpg,.jpg,1470056,1449064,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102150.jpg,TS0330_D_20250724_102150.jpg,.jpg,2113803,2104960,image,3
Fotos_videos/cell_D_Z3811/TS0330_D_20250724_102151.jpg,TS0330_D_20250724_102151.jpg,.jpg,1576899,1557084,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K1_VID_20250722_132506_VentD.mp4,TS0330_transcoded_K1_VID_20250722_132506_VentD.mp4,.mp4,45763733,45617779,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K1_VID_20250722_133106_TRD.mp4,TS0330_transcoded_K1_VID_20250722_133106_TRD.mp4,.mp4,45766477,45564183,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K2_VID_20250722_132456_VentD.mp4,TS0330_transcoded_K2_VID_20250722_132456_VentD.mp4,.mp4,45779459,45604095,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K2_VID_20250722_133056_TRD.mp4,TS0330_transcoded_K2_VID_20250722_133056_TRD.mp4,.mp4,45766320,45498490,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K3_VID_20250722_132608_VentD.mp4,TS0330_transcoded_K3_VID_20250722_132608_VentD.mp4,.mp4,45774098,45720676,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K3_VID_20250722_132908_TRD.mp4,TS0330_transcoded_K3_VID_20250722_132908_TRD.mp4,.mp4,45341726,45285578,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K4_VID_20250722_132514_VentD.mp4,TS0330_transcoded_K4_VID_20250722_132514_VentD.mp4,.mp4,44135009,44092278,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K4_VID_20250722_132814_TRD_Start.mp4,TS0330_transcoded_K4_VID_20250722_132814_TRD_Start.mp4,.mp4,44430986,44386547,image,3
Fotos_videos/cell_D_Z3811/TS0330_transcoded_K4_VID_20250722_133114_TRD_End.mp4,TS0330_transcoded_K4_VID_20250722_133114_TRD_End.mp4,.mp4,45502794,45424497,image,3
Fotos_videos/cell_E_Z3812/Livecam_2025-07-22 13-49-47_TRE.mkv,Livecam_2025-07-22 13-49-47_TRE.mkv,.mkv,56410543,55471458,image,3
Fotos_videos/cell_E_Z3812/TS0330_20260216_161417.jpg,TS0330_20260216_161417.jpg,.jpg,3461575,3450328,image,3
Fotos_videos/cell_E_Z3812/TS0330_20260216_161423.jpg,TS0330_20260216_161423.jpg,.jpg,2428535,2415848,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134834.jpg,TS0330_E_20250717_134834.jpg,.jpg,2254538,2245776,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134858.jpg,TS0330_E_20250717_134858.jpg,.jpg,2060985,2053509,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134900.jpg,TS0330_E_20250717_134900.jpg,.jpg,2123843,2116727,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134901.jpg,TS0330_E_20250717_134901.jpg,.jpg,1596599,1583233,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134904.jpg,TS0330_E_20250717_134904.jpg,.jpg,1498534,1484374,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134906.jpg,TS0330_E_20250717_134906.jpg,.jpg,2200295,2194341,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250717_134909.jpg,TS0330_E_20250717_134909.jpg,.jpg,1607446,1588771,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102217.jpg,TS0330_E_20250724_102217.jpg,.jpg,2119768,2101803,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102219.jpg,TS0330_E_20250724_102219.jpg,.jpg,2166569,2150161,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102226.jpg,TS0330_E_20250724_102226.jpg,.jpg,2651546,2644303,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102229.jpg,TS0330_E_20250724_102229.jpg,.jpg,2675622,2667243,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102321.jpg,TS0330_E_20250724_102321.jpg,.jpg,2612165,2607562,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102341.jpg,TS0330_E_20250724_102341.jpg,.jpg,2367093,2359006,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102345.jpg,TS0330_E_20250724_102345.jpg,.jpg,1704066,1692337,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102348.jpg,TS0330_E_20250724_102348.jpg,.jpg,1477378,1462251,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102351.jpg,TS0330_E_20250724_102351.jpg,.jpg,2323662,2317902,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102354.jpg,TS0330_E_20250724_102354.jpg,.jpg,1382409,1363689,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102357.jpg,TS0330_E_20250724_102357.jpg,.jpg,2200194,2189045,image,3
Fotos_videos/cell_E_Z3812/TS0330_E_20250724_102359.jpg,TS0330_E_20250724_102359.jpg,.jpg,2147376,2137396,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K1_VID_20250722_134306_VentE.mp4,TS0330_transcoded_K1_VID_20250722_134306_VentE.mp4,.mp4,45821756,45597217,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K1_VID_20250722_134906_TRE.mp4,TS0330_transcoded_K1_VID_20250722_134906_TRE.mp4,.mp4,45706606,45496226,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K2_VID_20250722_134256_VentE.mp4,TS0330_transcoded_K2_VID_20250722_134256_VentE.mp4,.mp4,45591484,45317168,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K2_VID_20250722_134856_TRE.mp4,TS0330_transcoded_K2_VID_20250722_134856_TRE.mp4,.mp4,45606738,45397070,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K3_VID_20250722_134408_VentE.mp4,TS0330_transcoded_K3_VID_20250722_134408_VentE.mp4,.mp4,45531118,45454518,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K3_VID_20250722_135008_TRE.mp4,TS0330_transcoded_K3_VID_20250722_135008_TRE.mp4,.mp4,45496528,45412396,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K4_VID_20250722_134314_VentE.mp4,TS0330_transcoded_K4_VID_20250722_134314_VentE.mp4,.mp4,45731729,45671798,image,3
Fotos_videos/cell_E_Z3812/TS0330_transcoded_K4_VID_20250722_134914_TRE.mp4,TS0330_transcoded_K4_VID_20250722_134914_TRE.mp4,.mp4,44930095,44849158,image,3
Fotos_videos/cell_F_Z3813/Livecam_2025-07-22 14-10-55_TRF.mkv,Livecam_2025-07-22 14-10-55_TRF.mkv,.mkv,57046869,48011089,image,3
Fotos_videos/cell_F_Z3813/TS0330_20260216_161654.jpg,TS0330_20260216_161654.jpg,.jpg,3557136,3549260,image,3
Fotos_videos/cell_F_Z3813/TS0330_20260216_161701.jpg,TS0330_20260216_161701.jpg,.jpg,2480197,2468747,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135116.jpg,TS0330_F_20250717_135116.jpg,.jpg,2310719,2301946,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135141.jpg,TS0330_F_20250717_135141.jpg,.jpg,2025731,2017713,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135142.jpg,TS0330_F_20250717_135142.jpg,.jpg,1455384,1441791,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135144.jpg,TS0330_F_20250717_135144.jpg,.jpg,1525197,1513252,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135145.jpg,TS0330_F_20250717_135145.jpg,.jpg,1604463,1592326,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135147.jpg,TS0330_F_20250717_135147.jpg,.jpg,1623230,1612454,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250717_135150.jpg,TS0330_F_20250717_135150.jpg,.jpg,1329710,1309912,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102443.jpg,TS0330_F_20250724_102443.jpg,.jpg,2349859,2334326,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102445.jpg,TS0330_F_20250724_102445.jpg,.jpg,2018541,2001549,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102453.jpg,TS0330_F_20250724_102453.jpg,.jpg,3930165,3926021,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102459.jpg,TS0330_F_20250724_102459.jpg,.jpg,2758081,2747918,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102559.jpg,TS0330_F_20250724_102559.jpg,.jpg,2591738,2586646,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102616.jpg,TS0330_F_20250724_102616.jpg,.jpg,1801391,1789229,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102619.jpg,TS0330_F_20250724_102619.jpg,.jpg,1817485,1805740,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102621.jpg,TS0330_F_20250724_102621.jpg,.jpg,1756127,1744149,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102623.jpg,TS0330_F_20250724_102623.jpg,.jpg,1801313,1789509,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102626.jpg,TS0330_F_20250724_102626.jpg,.jpg,1544726,1527298,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102629.jpg,TS0330_F_20250724_102629.jpg,.jpg,2376814,2370278,image,3
Fotos_videos/cell_F_Z3813/TS0330_F_20250724_102632.jpg,TS0330_F_20250724_102632.jpg,.jpg,1349118,1326383,image,3
Fotos_videos/cell_F_Z3813/TS0330_transcoded_K1_VID_20250722_140706_VentF.mp4,TS0330_transcoded_K1_VID_20250722_140706_VentF.mp4,.mp4,45552686,45321650,image,3
