candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
37,0,1,39,16,1,1,1,1,1,4.820367813110352,0.05572381615638733,1.3409332036972046
38,1,0,88,25,0,0,1,1,1,8.034815788269043,0.07793537527322769,1.0762509107589722
39,0,1,39,26,1,1,1,1,1,4.712640762329102,0.06979060173034668,1.1770257949829102
40,1,2,121,28,1,1,1,1,1,4.82265567779541,0.03711804002523422,1.173865556716919
41,0,2,50,37,0,0,1,1,1,7.706507205963135,0.07932581007480621,0.7505905628204346
42,0,0,35,23,0,0,1,1,1,7.173551082611084,0.06456078588962555,0.8878199458122253
43,1,1,103,17,1,1,1,1,1,4.484405517578125,0.051043592393398285,1.2861288785934448
44,1,1,104,33,1,1,1,1,1,4.301976680755615,0.08121456950902939,1.1425350904464722
45,0,0,36,38,0,0,1,1,1,6.078780651092529,0.06894948333501816,0.9865996837615967
46,0,2,53,27,1,1,1,1,1,1.6117846965789795,0.043158672749996185,0.6772177219390869
47,0,2,60,31,1,1,1,1,1,2.813858985900879,0.047498300671577454,0.7324792742729187
48,0,1,38,28,1,1,1,1,1,4.220818519592285,0.09946945309638977,1.1257569789886475
49,0,0,20,29,0,0,1,1,1,8.732571601867676,0.040545303374528885,1.0277100801467896
50,0,2,55,38,1,1,1,1,1,4.464293479919434,0.06088987737894058,0.7902869582176208
51,0,1,38,35,1,1,1,1,1,4.369508266448975,0.11345385015010834,1.300943374633789
52,0,2,55,22,0,0,1,1,1,11.21973705291748,0.05427611619234085,0.7354092001914978
53,0,1,39,20,1,1,1,1,1,4.681317329406738,0.053642719984054565,1.1374082565307617
54,1,0,65,29,0,0,1,1,1,10.77419662475586,0.04086673632264137,1.131079912185669
55,1,1,103,21,1,1,1,1,1,4.478866100311279,0.07035984098911285,1.1053721904754639
56,0,0,33,30,0,0,1,1,1,6.354527473449707,0.03902803733944893,0.9409717321395874
57,1,1,104,27,1,1,1,1,1,4.212378978729248,0.07583793252706528,1.1396501064300537
58,0,2,58,40,1,1,1,1,1,3.7660014629364014,0.053945157676935196,0.6686875820159912
59,0,1,38,35,1,1,1,1,1,4.407907009124756,0.08969579637050629,1.3356249332427979
60,0,2,61,29,1,1,1,1,1,3.5731899738311768,0.05108410865068436,0.7088286876678467
61,1,2,108,24,1,1,1,1,1,1.2642834186553955,0.036912351846694946,0.9741703271865845
62,0,1,39,38,1,1,1,1,1,4.668927192687988,0.09109100699424744,1.2933681011199951
63,0,0,37,22,0,0,1,1,1,17.958765029907227,0.13575847446918488,1.0112967491149902
64,1,0,100,38,0,0,1,1,1,13.693180084228516,0.08351192623376846,0.947981059551239
65,1,1,104,25,1,1,1,1,1,4.103672027587891,0.06718722730875015,1.142281174659729
66,1,2,106,29,1,1,1,1,1,1.8426637649536133,0.06057044118642807,1.138803482055664
67,1,0,76,36,0,0,1,1,1,10.55177116394043,0.051827818155288696,1.0874954462051392
68,0,0,20,21,0,0,1,1,1,5.4718756675720215,0.03401163965463638,1.002278447151184
69,1,1,103,30,1,1,1,1,1,4.419909477233887,0.06271126121282578,1.0953514575958252
70,1,2,115,39,1,1,1,1,1,3.474210500717163,0.055545274168252945,1.0452854633331299
71,0,2,63,26,1,1,1,1,1,3.4804177284240723,0.03584403544664383,0.7828723192214966
72,1,2,108,29,1,1,1,1,1,1.7128372192382812,0.053243689239025116,1.0001939535140991
73,1,2,113,17,1,1,1,1,1,4.075057506561279,0.039319150149822235,1.0664445161819458
74,0,2,46,35,1,1,1,1,1,3.436218500137329,0.04927942156791687,0.7340530157089233
75,1,2,118,39,1,1,1,1,1,2.329432964324951,0.057551309466362,1.0680899620056152
76,0,1,38,16,1,1,1,1,1,4.613584518432617,0.05796154588460922,1.2527048587799072
77,1,0,81,18,0,0,1,1,1,10.930587768554688,0.0348675362765789,1.0035438537597656
78,0,2,47,36,1,1,1,1,1,1.4383727312088013,0.06054533272981644,0.7929444909095764
79,0,0,7,36,0,0,1,1,1,12.04287338256836,0.04929344356060028,1.177315354347229
80,0,1,39,38,1,1,1,1,1,4.850954532623291,0.07980473339557648,1.0916194915771484
81,1,2,117,17,1,1,1,1,1,2.3891472816467285,0.04249751940369606,1.1032103300094604
82,0,0,37,40,0,0,1,1,1,7.084134578704834,0.16760487854480743,0.9544843435287476
83,0,0,35,29,0,0,1,1,1,7.2528767585754395,0.06445363909006119,0.9916765689849854
84,0,0,27,30,0,0,1,1,1,9.541179656982422,0.052697163075208664,1.0588295459747314
85,0,1,39,37,1,1,1,1,1,4.79451847076416,0.0985366627573967,1.1094712018966675
86,1,1,103,25,1,1,1,1,1,4.262113571166992,0.052892718464136124,1.1206622123718262
87,0,1,39,15,1,1,1,1,1,4.7865309715271,0.044891588389873505,1.1740086078643799
88,1,1,103,16,1,1,1,1,1,4.367319583892822,0.048080697655677795,1.1682206392288208
89,1,2,112,27,1,1,1,1,1,4.115417957305908,0.03904993459582329,1.0090985298156738
90,1,2,109,17,1,1,1,1,1,4.07149076461792,0.04155917838215828,1.18732750415802
91,0,2,45,21,1,1,1,1,1,1.5812897682189941,0.031546421349048615,0.7968370318412781
92,0,2,59,25,1,1,1,1,1,3.2595109939575195,0.031054958701133728,0.7554624080657959
93,1,1,103,34,1,1,1,1,1,4.449915885925293,0.07085568457841873,1.1107109785079956
94,0,0,27,36,1,1,1,1,1,3.7906241416931152,0.08299922198057175,1.1454980373382568
95,0,1,39,22,1,1,1,1,1,4.6423420906066895,0.05959366261959076,1.2917258739471436
96,1,1,104,22,1,1,1,1,1,4.256765842437744,0.06515844911336899,1.1961088180541992
97,1,1,104,31,1,1,1,1,1,4.251269340515137,0.0835345908999443,1.1993787288665771
98,1,2,118,31,1,1,1,1,1,2.187596559524536,0.037727657705545425,1.0320653915405273
99,1,1,103,15,1,1,1,1,1,4.331863880157471,0.06018153950572014,1.1798747777938843
100,0,0,12,33,0,0,1,1,1,10.356165885925293,0.04799841716885567,1.1186047792434692
101,1,1,103,24,1,1,1,1,1,4.346194744110107,0.05188838765025139,1.1433268785476685
102,0,1,38,22,1,1,1,1,1,4.532566547393799,0.08606546372175217,1.2487446069717407
103,1,1,104,16,1,1,1,1,1,4.158374309539795,0.05503617227077484,1.130730390548706
104,1,0,95,39,0,0,1,1,1,9.837207794189453,0.06284226477146149,0.9679579734802246
105,1,2,116,29,1,1,1,1,1,2.068372964859009,0.06957193464040756,0.9288432002067566
106,1,0,90,28,0,0,1,1,1,10.279919624328613,0.06511838734149933,1.0368015766143799
107,1,2,116,27,1,1,1,1,1,3.9454054832458496,0.0467708557844162,1.0402157306671143
108,1,1,103,17,1,1,1,1,1,4.420004367828369,0.050373584032058716,1.1682384014129639
109,1,2,117,25,0,0,1,1,1,6.996863842010498,0.035042934119701385,1.0641684532165527
110,0,0,32,37,0,0,1,1,1,7.640411853790283,0.12417661398649216,0.9854479432106018
111,1,0,98,29,0,0,1,1,1,9.464085578918457,0.06428708881139755,0.8976384401321411
112,1,1,103,20,1,1,1,1,1,4.472494125366211,0.06010950729250908,1.1602071523666382
113,1,2,113,30,0,0,1,1,1,5.021939277648926,0.05545395240187645,1.1198365688323975
114,0,1,39,26,1,1,1,1,1,4.840942859649658,0.08311636000871658,1.133522391319275
115,0,1,39,15,1,1,1,1,1,4.791632652282715,0.04744095727801323,1.1871641874313354
116,0,1,38,25,1,1,1,1,1,4.388019561767578,0.08257676661014557,1.341638207435608
117,0,0,24,30,0,0,1,1,1,9.775440216064453,0.04615718871355057,0.9668721556663513
118,1,0,83,29,0,0,1,1,1,10.87099838256836,0.04195481166243553,1.0729645490646362
119,0,0,8,16,0,0,1,1,1,15.651947975158691,0.033142540603876114,1.0836070775985718
120,0,2,51,33,1,1,1,1,1,4.434003829956055,0.04738185182213783,0.9227868914604187
121,0,2,63,30,1,1,1,1,1,4.198110103607178,0.04252241924405098,0.7415902614593506
122,1,0,67,36,0,0,1,1,1,12.063203811645508,0.03588191419839859,1.18869948387146
123,0,1,38,33,1,1,1,1,1,4.245896339416504,0.11919167637825012,1.352708339691162
124,0,0,31,21,1,1,1,1,1,4.987579822540283,0.05823426693677902,1.3170509338378906
125,0,2,48,28,1,1,1,1,1,1.5546314716339111,0.052526988089084625,0.7997742295265198
126,0,2,42,31,1,1,1,1,1,1.9775863885879517,0.0680699273943901,0.9310668706893921
127,1,0,101,32,0,0,1,1,1,6.544211387634277,0.06177498772740364,0.9386794567108154
128,1,2,119,26,1,1,1,1,1,2.8104352951049805,0.05402623862028122,1.0601205825805664
129,1,0,91,38,0,0,1,1,1,9.097023010253906,0.04509006440639496,1.0143797397613525
130,0,2,61,17,1,1,1,1,1,3.648005723953247,0.04210494086146355,0.7340446710586548
131,1,0,92,21,0,0,1,1,1,8.945069313049316,0.05361253768205643,1.0042924880981445
132,0,0,5,19,0,0,1,1,1,7.761942386627197,0.03820224106311798,1.1055713891983032
133,0,1,38,30,1,1,1,1,1,4.871289253234863,0.09873101115226746,1.4262163639068604
134,1,2,112,36,1,1,1,1,1,3.156142234802246,0.04984143376350403,1.0027271509170532
135,0,2,50,32,1,1,1,1,1,0.9958088397979736,0.06503355503082275,0.7321118712425232
136,0,1,38,28,1,1,1,1,1,4.61350679397583,0.07716046273708344,1.362517237663269
137,0,1,39,30,1,1,1,1,1,4.60473108291626,0.08201563358306885,1.1686943769454956
138,1,1,104,23,1,1,1,1,1,4.03928804397583,0.08157254010438919,1.0311863422393799
139,1,2,110,28,1,1,1,1,1,2.9673516750335693,0.0517643503844738,1.0198965072631836
140,1,0,90,26,0,0,1,1,1,10.009452819824219,0.05211646109819412,1.0007727146148682
141,1,2,115,25,1,1,1,1,1,2.523224353790283,0.04278916120529175,1.1098161935806274
142,0,0,22,29,1,1,1,1,1,2.4098072052001953,0.0402991808950901,1.068947196006775
143,1,1,103,27,1,1,1,1,1,4.425373077392578,0.0797000303864479,1.099780797958374
144,1,2,109,37,1,1,1,1,1,2.8607571125030518,0.05733548477292061,1.0976022481918335
145,0,1,38,20,1,1,1,1,1,4.3996171951293945,0.06941303610801697,1.225220799446106
146,1,2,115,27,1,1,1,1,1,1.622539758682251,0.04150673374533653,0.9523565173149109
147,1,1,103,22,1,1,1,1,1,4.372845649719238,0.06778012216091156,1.1658222675323486
148,1,1,103,15,1,1,1,1,1,4.487059593200684,0.04027083143591881,1.1612473726272583
149,1,0,68,15,0,0,1,1,1,10.473604202270508,0.030327901244163513,1.1262575387954712
150,1,1,103,30,1,1,1,1,1,4.47763204574585,0.059663038700819016,1.1420612335205078
151,0,1,39,34,1,1,1,1,1,4.9389119148254395,0.08440521359443665,1.231959342956543
152,0,2,53,39,1,1,1,1,1,1.5079069137573242,0.05720694363117218,0.6458796262741089
153,1,0,89,18,0,0,1,1,1,8.356106758117676,0.04234982654452324,0.9704775214195251
154,0,2,46,39,1,1,1,1,1,2.1923294067382812,0.07176916301250458,0.8372364640235901
155,0,0,26,30,0,0,1,1,1,11.315109252929688,0.05055888369679451,0.9877753257751465
156,0,1,38,15,1,1,1,1,1,4.4777913093566895,0.07830274850130081,1.2333087921142578
157,0,1,38,23,1,1,1,1,1,4.21834659576416,0.07104533165693283,1.113504409790039
158,0,0,21,28,0,0,1,1,1,5.973160266876221,0.042919643223285675,1.0484952926635742
159,0,1,39,34,1,1,1,1,1,4.761579990386963,0.10823380202054977,1.1747952699661255
160,0,0,13,38,0,0,1,1,1,10.770359992980957,0.07095202058553696,1.0882911682128906
161,1,1,103,34,1,1,1,1,1,4.077695369720459,0.08453071117401123,1.0993555784225464
162,1,1,104,25,1,1,1,1,1,4.273741245269775,0.055730756372213364,1.1948790550231934
163,0,2,43,34,1,1,1,1,1,2.9272210597991943,0.07328721880912781,0.8171815276145935
164,0,0,3,40,0,0,1,1,1,13.611016273498535,0.04639904201030731,1.1571123600006104
165,0,0,10,23,0,0,1,1,1,13.343461036682129,0.026375364512205124,1.0767494440078735
166,0,0,5,35,0,0,1,1,1,9.655301094055176,0.08731149882078171,1.2353243827819824
167,0,2,64,20,1,1,1,1,1,2.2321760654449463,0.03846530616283417,0.7417953014373779
168,0,0,12,15,0,0,1,1,1,5.9184346199035645,0.03710446506738663,1.102423071861267
169,1,0,81,40,0,0,1,1,1,8.692037582397461,0.057156309485435486,1.105649709701538
170,0,0,7,29,0,0,1,1,1,13.407618522644043,0.031346339732408524,1.0589978694915771
171,1,2,105,15,1,1,1,1,1,4.134415149688721,0.07091006636619568,1.2038058042526245
172,0,1,38,29,1,1,1,1,1,4.470828056335449,0.06969951838254929,1.213616132736206
173,1,2,113,20,1,1,1,1,1,1.7730283737182617,0.033140264451503754,1.056416630744934
174,1,2,112,21,1,1,1,1,1,4.330875873565674,0.03973764926195145,1.1793614625930786
175,0,0,24,38,0,0,1,1,1,5.535485744476318,0.050440359860658646,1.2376569509506226
176,0,2,51,35,1,1,1,1,1,3.3462963104248047,0.07057415693998337,0.905027449131012
177,1,0,91,29,0,0,1,1,1,13.757915496826172,0.041713692247867584,0.9564371109008789
178,1,2,117,36,1,1,1,1,1,1.048377275466919,0.05521417409181595,1.0055865049362183
179,1,2,112,36,1,1,1,1,1,2.7636265754699707,0.046302907168865204,1.048459768295288
180,1,1,103,32,1,1,1,1,1,4.466607093811035,0.061706554144620895,1.1536188125610352
181,0,1,39,15,1,1,1,1,1,4.745311737060547,0.04710850492119789,1.2234925031661987
182,0,1,39,36,1,1,1,1,1,4.94748067855835,0.09428344666957855,1.221850037574768
183,0,2,50,35,1,1,1,1,1,3.196280002593994,0.06997129321098328,0.815506637096405
184,1,0,82,16,0,0,1,1,1,7.104887962341309,0.03693940117955208,1.0152323246002197
185,0,0,8,29,0,0,1,1,1,5.850400447845459,0.031331244856119156,1.1037423610687256
186,0,0,28,23,0,0,1,1,1,5.239394187927246,0.0540027916431427,1.0059508085250854
187,0,1,39,26,1,1,1,1,1,4.685014724731445,0.07348570972681046,1.1563833951950073
188,0,0,7,18,0,0,1,1,1,6.472928524017334,0.03938845917582512,1.0873000621795654
189,1,0,101,38,0,0,1,1,1,7.9595046043396,0.06212669983506203,0.9352672100067139
190,0,1,39,17,1,1,1,1,1,4.767448902130127,0.06804883480072021,1.1130656003952026
191,0,0,29,26,0,0,1,1,1,5.8275346755981445,0.07903950661420822,1.2012932300567627
192,0,0,4,18,0,0,1,1,1,8.493803024291992,0.03327716514468193,1.0738099813461304
193,0,1,38,35,1,1,1,1,1,4.426331043243408,0.11263496428728104,1.237626314163208
194,1,0,100,27,0,0,1,1,1,13.851410865783691,0.07317064702510834,0.8727016448974609
195,1,2,107,30,1,1,1,1,1,2.25239634513855,0.05609923601150513,1.0213267803192139
196,1,0,72,18,0,0,1,1,1,10.81511402130127,0.03442329913377762,1.1160303354263306
197,1,2,113,28,1,1,1,1,1,3.3957552909851074,0.04241451248526573,0.9970455169677734
198,0,1,39,22,1,1,1,1,1,4.7514328956604,0.07407408952713013,1.2247734069824219
199,0,1,39,40,1,1,1,1,1,4.677004814147949,0.07779911160469055,1.1491525173187256
200,0,2,45,17,1,1,1,1,1,1.390925645828247,0.050157494843006134,0.7868895530700684
201,0,1,38,26,1,1,1,1,1,4.403824806213379,0.08052197843790054,1.2757693529129028
202,1,1,103,39,1,1,1,1,1,4.434256076812744,0.10003592073917389,1.1724357604980469
203,1,1,103,26,1,1,1,1,1,4.485085487365723,0.05072760209441185,1.1573468446731567
204,0,1,39,37,1,1,1,1,1,4.770327091217041,0.09623713046312332,1.0817755460739136
205,1,1,104,35,1,1,1,1,1,4.446740627288818,0.1072048544883728,1.1834194660186768
206,1,2,112,40,1,1,1,1,1,1.7115342617034912,0.05029090866446495,0.9464133381843567
207,0,2,50,19,1,1,1,1,1,1.222141981124878,0.0469878613948822,0.7469482421875
208,1,2,110,33,1,1,1,1,1,1.2305796146392822,0.03813060745596886,1.0132626295089722
209,0,1,39,38,0,0,1,1,1,5.150472640991211,0.11465495079755783,1.486972451210022
210,1,1,103,21,1,1,1,1,1,4.356640338897705,0.06273085623979568,1.087991714477539
211,0,2,53,15,1,1,1,1,1,1.2225589752197266,0.03902982920408249,0.780266284942627
212,1,1,103,36,1,1,1,1,1,4.31656551361084,0.1007065549492836,1.0388391017913818
213,0,2,52,36,1,1,1,1,1,2.0579636096954346,0.058117251843214035,0.8257436156272888
214,1,1,104,40,1,1,1,1,1,4.00164270401001,0.10369733721017838,1.0647774934768677
215,0,1,38,16,1,1,1,1,1,4.506134510040283,0.06990711390972137,1.3305470943450928
216,0,0,15,23,0,0,1,1,1,8.121150970458984,0.03413968160748482,1.000336766242981
217,1,2,107,19,1,1,1,1,1,2.0928361415863037,0.05146033316850662,0.9713153839111328
218,0,0,25,20,0,0,1,1,1,7.109901428222656,0.034810688346624374,0.9760878682136536
219,1,1,104,37,1,1,1,1,1,4.193326950073242,0.08733054995536804,1.19870126247406
220,1,1,104,39,1,1,1,1,1,4.517241954803467,0.10043489187955856,1.2285441160202026
221,0,2,61,24,1,1,1,1,1,2.809368371963501,0.03072544001042843,0.7520279288291931
222,0,0,37,17,0,0,1,1,1,9.809722900390625,0.11473830044269562,1.091930627822876
223,0,0,37,22,0,0,1,1,1,13.62959098815918,0.13470053672790527,1.044426441192627
224,0,2,41,30,1,1,1,1,1,2.6825997829437256,0.12070897966623306,1.2124325037002563
225,1,0,101,28,0,0,1,1,1,9.45893669128418,0.0347578227519989,0.9359846711158752
226,1,1,103,35,1,1,1,1,1,4.461631774902344,0.07048366963863373,1.1625099182128906
227,1,2,116,37,0,0,1,1,1,6.004917621612549,0.049285609275102615,1.2173353433609009
228,0,2,47,25,1,1,1,1,1,1.2521908283233643,0.052992455661296844,0.7820070385932922
229,1,2,106,18,1,1,1,1,1,1.7680290937423706,0.04830053821206093,1.054308533668518
230,0,2,53,23,1,1,1,1,1,2.476691484451294,0.040180351585149765,0.7066973447799683
231,0,2,49,37,1,1,1,1,1,1.074365258216858,0.08395792543888092,0.7715604901313782
232,0,0,26,19,0,0,1,1,1,5.657623767852783,0.03422195091843605,0.9946630597114563
233,1,0,76,24,0,0,1,1,1,14.90492057800293,0.033445920795202255,1.0677666664123535
234,1,0,66,40,0,0,1,1,1,11.742711067199707,0.054672304540872574,1.1553030014038086
235,1,1,103,25,1,1,1,1,1,4.480893611907959,0.06175706535577774,1.1618322134017944
236,0,2,63,38,1,1,1,1,1,2.4676358699798584,0.043303173035383224,0.7726587653160095
237,0,2,57,20,1,1,1,1,1,1.9021058082580566,0.03600039333105087,0.716925859451294
238,0,2,52,22,1,1,1,1,1,1.6251373291015625,0.04842640832066536,0.726457953453064
239,0,0,4,34,0,0,1,1,1,12.451773643493652,0.06313230097293854,1.0407828092575073
240,1,0,76,40,0,0,1,1,1,5.77139949798584,0.04126628488302231,1.1654016971588135
241,1,0,100,25,0,0,1,1,1,8.368792533874512,0.04538007080554962,0.9579364061355591
242,1,2,119,28,1,1,1,1,1,1.6837060451507568,0.03645943105220795,1.0445494651794434
243,0,0,7,39,0,0,1,1,1,8.013734817504883,0.038664672523736954,1.0804481506347656
244,1,0,74,21,0,0,1,1,1,13.78846549987793,0.043558962643146515,1.085497260093689
245,1,1,103,22,1,1,1,1,1,4.439773082733154,0.04145992919802666,1.168998122215271
246,1,1,103,29,1,1,1,1,1,4.637845039367676,0.062374357134103775,1.1455979347229004
247,0,1,39,40,1,1,1,1,1,4.768400192260742,0.10764457285404205,1.242667555809021
248,1,1,103,33,1,1,1,1,1,4.5301737785339355,0.07255713641643524,1.1530354022979736
249,1,2,117,21,1,1,1,1,1,3.8476920127868652,0.0390133261680603,1.0093281269073486
250,1,2,120,16,1,1,1,1,1,2.8568613529205322,0.03532204031944275,1.0000096559524536
251,1,2,111,15,0,0,1,1,1,6.84741735458374,0.03900358825922012,1.0176010131835938
252,1,0,92,22,0,0,1,1,1,6.766395568847656,0.050244953483343124,0.957989513874054
253,0,0,35,40,1,1,1,1,1,4.630703926086426,0.08183692395687103,0.9207360148429871
254,0,2,43,38,1,1,1,1,1,1.830592155456543,0.06427951902151108,0.795335590839386
255,0,1,39,36,1,1,1,1,1,4.6263556480407715,0.07742046564817429,1.3054360151290894
256,0,2,41,25,1,1,1,1,1,3.5438432693481445,0.11435244977474213,1.2151349782943726
257,1,1,104,25,1,1,1,1,1,4.067896366119385,0.06406491994857788,1.1065545082092285
258,0,0,6,35,0,0,1,1,1,8.184248924255371,0.06312602758407593,1.1400779485702515
259,1,2,113,30,1,1,1,1,1,3.4561800956726074,0.03490563854575157,1.0113530158996582
260,1,1,104,27,1,1,1,1,1,4.143007755279541,0.07151082903146744,1.118360161781311
261,0,2,64,32,1,1,1,1,1,3.232203722000122,0.060797784477472305,0.7622913718223572
262,0,2,64,36,1,1,1,1,1,2.442965507507324,0.038420163094997406,0.7699543237686157
263,1,2,113,15,0,0,1,1,1,5.103298187255859,0.035157088190317154,1.0766751766204834
264,0,0,17,29,0,0,1,1,1,6.27534294128418,0.038950081914663315,1.0450267791748047
265,0,2,57,20,1,1,1,1,1,4.021485805511475,0.031243419274687767,0.7528282999992371
266,0,1,39,29,1,1,1,1,1,4.722076892852783,0.09509424865245819,1.2447086572647095
267,1,2,120,16,1,1,1,1,1,3.189077377319336,0.032852936536073685,1.0382955074310303
268,1,0,80,27,1,1,1,1,1,4.619416236877441,0.04208599030971527,1.0726760625839233
269,1,1,103,35,1,1,1,1,1,4.528173446655273,0.09022844582796097,1.0882198810577393
270,0,0,4,39,0,0,1,1,1,9.679165840148926,0.03215490281581879,1.1132503747940063
271,1,0,97,15,0,0,1,1,1,6.092661380767822,0.041015543043613434,1.019329309463501
272,1,1,104,20,1,1,1,1,1,4.338525772094727,0.060178641229867935,1.1365721225738525
273,1,0,69,23,0,0,1,1,1,11.318927764892578,0.033244308084249496,1.1265422105789185
274,0,0,29,23,0,0,1,1,1,7.448372840881348,0.06250394135713577,1.2546186447143555
275,0,2,46,21,1,1,1,1,1,0.8235614895820618,0.04644010215997696,0.7514980435371399
276,0,0,33,34,0,0,1,1,1,6.666892051696777,0.06475255638360977,1.0816364288330078
277,0,1,38,37,1,1,1,1,1,4.611644744873047,0.09162680059671402,1.396178126335144
278,1,0,96,34,0,0,1,1,1,13.748098373413086,0.04378310590982437,1.0024611949920654
279,0,0,37,18,0,0,1,1,1,13.464345932006836,0.12597425282001495,1.1551411151885986
280,0,0,11,20,0,0,1,1,1,8.822074890136719,0.030130362138152122,1.156266450881958
281,0,2,60,35,1,1,1,1,1,2.5283586978912354,0.03323294594883919,0.7180804014205933
282,1,0,74,17,0,0,1,1,1,10.650263786315918,0.03002895787358284,1.057517170906067
283,1,0,88,20,0,0,1,1,1,9.845706939697266,0.05642019212245941,0.9939371347427368
284,1,2,120,31,1,1,1,1,1,2.196033000946045,0.03548247739672661,0.9884905219078064
285,1,0,85,28,0,0,1,1,1,7.188115119934082,0.06069320812821388,0.9768173098564148
286,1,0,80,24,0,0,1,1,1,6.08054256439209,0.03732510283589363,1.0759700536727905
287,0,1,39,20,1,1,1,1,1,4.584415435791016,0.07936330139636993,1.0659021139144897
288,0,1,39,15,1,1,1,1,1,4.864174842834473,0.05673767998814583,1.1714085340499878
289,1,0,90,32,0,0,1,1,1,8.075591087341309,0.08073491603136063,0.9985278248786926
290,1,0,96,26,0,0,1,1,1,9.106764793395996,0.05535708740353584,1.0425413846969604
291,0,1,38,28,1,1,1,1,1,4.422184467315674,0.08268383890390396,1.357630968093872
292,1,2,113,21,1,1,1,1,1,3.5676956176757812,0.034361645579338074,1.0423836708068848
293,0,1,38,22,1,1,1,1,1,4.252732753753662,0.07162238657474518,1.1996384859085083
294,1,2,120,28,1,1,1,1,1,3.6229372024536133,0.05023883655667305,1.0117957592010498
295,0,2,56,37,1,1,1,1,1,2.6989316940307617,0.059669461101293564,0.6855139136314392
296,1,0,72,21,0,0,1,1,1,7.054537296295166,0.04605025798082352,1.1247135400772095
297,1,0,73,32,0,0,1,1,1,11.930890083312988,0.043612055480480194,1.068515658378601
298,1,2,112,15,1,1,1,1,1,3.502424955368042,0.03644389659166336,1.0347917079925537
299,1,0,78,28,0,0,1,1,1,7.408552169799805,0.03859514370560646,1.1357192993164062
