candidate,age,stage,anchor_index,noise_start_t,accepted,pass_feature,pass_memorization_floor,pass_ood_ceiling,pass_amplitude,feature_z_max,nearest_real_distance,max_abs_normalized
35,1,0,95,25,0,0,1,1,1,8.325583457946777,0.034319087862968445,0.9423076510429382
36,1,2,108,21,1,1,1,1,1,2.3012733459472656,0.040991172194480896,1.0988166332244873
37,0,1,39,8,1,1,1,1,1,4.801736831665039,0.03266346827149391,1.195968747138977
38,1,0,88,15,0,0,1,1,1,9.01706314086914,0.03800339996814728,1.0521266460418701
39,0,1,39,16,1,1,1,1,1,4.823004722595215,0.05987163633108139,1.3092466592788696
40,1,2,121,17,1,1,1,1,1,1.5435060262680054,0.03453317657113075,1.003445029258728
41,0,2,50,23,1,1,1,1,1,2.845289707183838,0.049244143068790436,0.6910884380340576
42,0,0,35,13,1,1,1,1,1,3.8374686241149902,0.03225566819310188,1.0026005506515503
43,1,1,103,9,1,1,1,1,1,4.498490810394287,0.0353054441511631,1.2021379470825195
44,1,1,104,20,1,1,1,1,1,4.278519630432129,0.05356065183877945,1.140544056892395
45,0,0,36,24,1,1,1,1,1,3.933709144592285,0.06559455394744873,1.0365893840789795
46,0,2,53,16,1,1,1,1,1,1.7649543285369873,0.031873393803834915,0.6995680332183838
47,0,2,60,19,0,0,1,1,1,5.8570170402526855,0.03309199959039688,0.7739641070365906
48,0,1,38,17,1,1,1,1,1,4.460531234741211,0.07294975966215134,1.190611481666565
49,0,0,20,17,0,0,1,1,1,10.934412002563477,0.04304986447095871,1.0512956380844116
50,0,2,55,24,1,1,1,1,1,2.6841342449188232,0.03351151570677757,0.7542175054550171
51,0,1,38,22,1,1,1,1,1,4.398474216461182,0.0691877156496048,1.1749274730682373
52,0,2,55,12,1,1,1,1,1,3.5383009910583496,0.024870889261364937,0.6862537264823914
53,0,1,39,11,1,1,1,1,1,4.819858074188232,0.03724609315395355,1.276599407196045
54,1,0,65,18,0,0,1,1,1,12.295842170715332,0.04102983698248863,1.0965266227722168
55,1,1,103,12,1,1,1,1,1,4.522776126861572,0.040699683129787445,1.1760624647140503
56,0,0,33,18,1,1,1,1,1,2.2522518634796143,0.04516211152076721,0.9457513093948364
57,1,1,104,16,1,1,1,1,1,4.324006080627441,0.05870971828699112,1.1776821613311768
58,0,2,58,25,1,1,1,1,1,3.4345269203186035,0.04233139380812645,0.7861174941062927
59,0,1,38,21,1,1,1,1,1,4.530948638916016,0.08565633744001389,1.2259294986724854
60,0,2,61,18,1,1,1,1,1,2.0987331867218018,0.03534776717424393,0.7206124663352966
61,1,2,108,14,1,1,1,1,1,1.2026523351669312,0.026308303698897362,0.980161190032959
62,0,1,39,24,1,1,1,1,1,4.628269672393799,0.06950996071100235,1.1522369384765625
63,0,0,37,13,0,0,1,1,1,9.84428596496582,0.11105761677026749,1.196259617805481
64,1,0,100,24,0,0,1,1,1,10.765439987182617,0.05708237737417221,0.9012495279312134
65,1,1,104,15,1,1,1,1,1,4.286427974700928,0.04654578119516373,1.1887537240982056
66,1,2,106,17,1,1,1,1,1,1.9105080366134644,0.05659262835979462,1.1639034748077393
67,1,0,76,22,0,0,1,1,1,13.350607872009277,0.03349228948354721,1.0710375308990479
68,0,0,20,12,0,0,1,1,1,6.362919807434082,0.028464864939451218,1.035894751548767
69,1,1,103,18,1,1,1,1,1,4.458470821380615,0.04937625676393509,1.1370127201080322
70,1,2,115,25,1,1,1,1,1,1.5368318557739258,0.04417180269956589,0.9839780926704407
71,0,2,63,16,1,1,1,1,1,4.209163188934326,0.033297207206487656,0.8096272349357605
72,1,2,108,18,1,1,1,1,1,1.542310118675232,0.04167555272579193,1.0370889902114868
73,1,2,113,9,0,0,1,1,1,5.006215572357178,0.0249924473464489,1.0859601497650146
74,0,2,46,22,1,1,1,1,1,1.1297273635864258,0.05026056244969368,0.7704086303710938
75,1,2,118,24,1,1,1,1,1,2.95515775680542,0.053186412900686264,1.0110405683517456
76,0,1,38,9,1,1,1,1,1,4.427677631378174,0.047896530479192734,1.1999380588531494
77,1,0,81,10,0,0,1,1,1,10.561667442321777,0.029184440150856972,0.994840145111084
78,0,2,47,23,1,1,1,1,1,1.1497223377227783,0.038207169622182846,0.7279019355773926
79,0,0,7,22,0,0,1,1,1,8.743327140808105,0.03480149060487747,1.1012723445892334
80,0,1,39,24,1,1,1,1,1,4.675079345703125,0.09233591705560684,1.2457455396652222
81,1,2,117,9,1,1,1,1,1,1.7459440231323242,0.024775587022304535,1.064624547958374
82,0,0,37,25,0,0,1,1,1,15.135408401489258,0.1464882493019104,1.0307695865631104
83,0,0,35,18,0,0,1,1,1,7.659682750701904,0.03713376447558403,0.9609002470970154
84,0,0,27,19,1,1,1,1,1,4.656755447387695,0.0444694347679615,0.9971914291381836
85,0,1,39,23,1,1,1,1,1,4.84606409072876,0.06574464589357376,1.2927672863006592
86,1,1,103,15,1,1,1,1,1,4.599697113037109,0.05167773738503456,1.2383567094802856
87,0,1,39,8,1,1,1,1,1,4.757254600524902,0.03092043660581112,1.3327277898788452
88,1,1,103,8,1,1,1,1,1,4.460423946380615,0.03267567232251167,1.158663034439087
89,1,2,112,16,1,1,1,1,1,3.807276487350464,0.040122319012880325,1.002946138381958
90,1,2,109,9,1,1,1,1,1,1.664268970489502,0.025631630793213844,1.0669664144515991
91,0,2,45,12,1,1,1,1,1,3.0288612842559814,0.03932240232825279,0.8334558606147766
92,0,2,59,15,0,0,1,1,1,12.461214065551758,0.02473718486726284,0.7630157470703125
93,1,1,103,21,1,1,1,1,1,4.560947418212891,0.06083085387945175,1.1270132064819336
94,0,0,27,22,0,0,1,1,1,6.022745609283447,0.06744129955768585,1.0502207279205322
95,0,1,39,13,1,1,1,1,1,4.7205634117126465,0.04997619241476059,1.2458484172821045
96,1,1,104,13,1,1,1,1,1,4.132161617279053,0.04802689701318741,1.1586698293685913
97,1,1,104,19,1,1,1,1,1,4.185081958770752,0.050998300313949585,1.1995563507080078
98,1,2,118,19,0,0,1,1,1,5.8371171951293945,0.045920051634311676,1.0953983068466187
99,1,1,103,8,1,1,1,1,1,4.505446434020996,0.03330056369304657,1.2047148942947388
100,0,0,12,20,0,0,1,1,1,6.230852127075195,0.03557948023080826,1.10214102268219
101,1,1,103,14,1,1,1,1,1,4.421072483062744,0.04185032099485397,1.118052363395691
102,0,1,38,12,1,1,1,1,1,4.4433817863464355,0.053520236164331436,1.1610175371170044
103,1,1,104,9,1,1,1,1,1,4.163524627685547,0.047275230288505554,1.1857142448425293
104,1,0,95,25,0,0,1,1,1,9.70505142211914,0.04556258022785187,1.0108710527420044
105,1,2,116,17,1,1,1,1,1,2.8515243530273438,0.026706164702773094,1.013397216796875
106,1,0,90,17,0,0,1,1,1,8.749069213867188,0.04777112975716591,1.0497699975967407
107,1,2,116,16,1,1,1,1,1,2.167997360229492,0.0378660187125206,0.9944775700569153
108,1,1,103,10,1,1,1,1,1,4.46091365814209,0.038637444376945496,1.1976473331451416
109,1,2,117,15,1,1,1,1,1,1.278620958328247,0.03564228489995003,0.989192008972168
110,0,0,32,23,0,0,1,1,1,5.976083278656006,0.057050373405218124,1.2606816291809082
111,1,0,98,17,1,1,1,1,1,4.829631805419922,0.04990518093109131,0.9452070593833923
112,1,1,103,11,1,1,1,1,1,4.4691691398620605,0.03479183092713356,1.2012113332748413
113,1,2,113,18,1,1,1,1,1,2.3361337184906006,0.034205950796604156,1.0178483724594116
114,0,1,39,15,1,1,1,1,1,4.7485575675964355,0.07301053404808044,1.2260442972183228
115,0,1,39,8,1,1,1,1,1,4.845678806304932,0.03455132246017456,1.212835669517517
116,0,1,38,15,1,1,1,1,1,4.460575103759766,0.049659717828035355,1.2162823677062988
117,0,0,24,18,0,0,1,1,1,7.606767177581787,0.032547757029533386,1.1278401613235474
118,1,0,83,17,0,0,1,1,1,9.801957130432129,0.03212365135550499,1.056979775428772
119,0,0,8,9,0,0,1,1,1,10.218000411987305,0.020016631111502647,1.095390796661377
120,0,2,51,20,1,1,1,1,1,2.1382486820220947,0.045039188116788864,0.7605971693992615
121,0,2,63,18,1,1,1,1,1,2.424607276916504,0.0376594215631485,0.7506009340286255
122,1,0,67,23,0,0,1,1,1,15.570015907287598,0.04234563931822777,1.235431432723999
123,0,1,38,20,1,1,1,1,1,4.45911979675293,0.07208079099655151,1.2876337766647339
124,0,0,31,12,0,0,1,1,1,11.600732803344727,0.04245631769299507,1.2888898849487305
125,0,2,48,17,1,1,1,1,1,1.3540589809417725,0.04518887773156166,0.7537188529968262
126,0,2,42,19,1,1,1,1,1,1.9955285787582397,0.03948076814413071,1.0106220245361328
127,1,0,101,20,0,0,1,1,1,5.337756633758545,0.037446051836013794,1.0085558891296387
128,1,2,119,16,1,1,1,1,1,3.1707763671875,0.0422540158033371,1.0523070096969604
129,1,0,91,24,0,0,1,1,1,7.714366912841797,0.05535447597503662,0.9372262954711914
130,0,2,61,9,0,0,1,1,1,6.87748908996582,0.03141260892152786,0.8192975521087646
131,1,0,92,12,1,1,1,1,1,4.454591274261475,0.02858416922390461,1.0041426420211792
132,0,0,5,11,0,0,1,1,1,10.02543830871582,0.02640417404472828,1.0941579341888428
133,0,1,38,18,1,1,1,1,1,4.315531253814697,0.07850737124681473,1.1378319263458252
134,1,2,112,22,0,0,1,1,1,11.32523250579834,0.03870897740125656,1.039116382598877
135,0,2,50,19,1,1,1,1,1,2.8193891048431396,0.04447111114859581,0.8509534001350403
136,0,1,38,17,1,1,1,1,1,4.466316223144531,0.06515295803546906,1.23540198802948
137,0,1,39,18,1,1,1,1,1,4.766613483428955,0.06364943832159042,1.2854963541030884
138,1,1,104,13,1,1,1,1,1,4.19678258895874,0.048541564494371414,1.203298807144165
139,1,2,110,17,1,1,1,1,1,2.727079391479492,0.03436576947569847,1.1201069355010986
140,1,0,90,15,0,0,1,1,1,11.03942584991455,0.04789403825998306,0.9825946688652039
141,1,2,115,15,0,0,1,1,1,6.069049835205078,0.03747885301709175,1.0409501791000366
142,0,0,22,17,0,0,1,1,1,9.820991516113281,0.03615867346525192,1.0016177892684937
143,1,1,103,16,1,1,1,1,1,4.3912153244018555,0.0592641718685627,1.0960144996643066
144,1,2,109,23,1,1,1,1,1,1.1148929595947266,0.04376675561070442,0.9299220442771912
145,0,1,38,12,1,1,1,1,1,4.561068534851074,0.04747285693883896,1.2214609384536743
146,1,2,115,16,0,0,1,1,1,5.71366548538208,0.03590010106563568,1.0150654315948486
147,1,1,103,12,1,1,1,1,1,4.471137523651123,0.04037068039178848,1.1954269409179688
148,1,1,103,8,1,1,1,1,1,4.456197261810303,0.03940470144152641,1.2147538661956787
149,1,0,68,8,0,0,1,1,1,10.898590087890625,0.018892111256718636,1.033700704574585
150,1,1,103,19,1,1,1,1,1,4.42402458190918,0.05990557000041008,1.1758151054382324
151,0,1,39,21,1,1,1,1,1,4.84661865234375,0.09050565958023071,1.1366404294967651
152,0,2,53,24,1,1,1,1,1,2.937905788421631,0.03949043154716492,0.7223148941993713
153,1,0,89,10,0,0,1,1,1,6.327946662902832,0.03226631507277489,0.9778011441230774
154,0,2,46,25,1,1,1,1,1,3.755373954772949,0.04121033847332001,0.8005990982055664
155,0,0,26,18,0,0,1,1,1,6.798555850982666,0.043471913784742355,1.0540510416030884
156,0,1,38,8,1,1,1,1,1,4.488632678985596,0.04359133169054985,1.2391380071640015
157,0,1,38,13,1,1,1,1,1,4.554973125457764,0.051993656903505325,1.2599815130233765
158,0,0,21,17,0,0,1,1,1,6.436502933502197,0.031269218772649765,0.9820312261581421
159,0,1,39,21,1,1,1,1,1,4.657003879547119,0.07796791195869446,1.2210410833358765
160,0,0,13,24,0,0,1,1,1,6.455915927886963,0.04033586382865906,1.1682385206222534
161,1,1,103,21,1,1,1,1,1,4.369416236877441,0.06504375487565994,1.1016607284545898
162,1,1,104,15,1,1,1,1,1,4.1065802574157715,0.05152649059891701,1.1250261068344116
163,0,2,43,21,1,1,1,1,1,1.8283534049987793,0.039239924401044846,1.0363845825195312
164,0,0,3,25,0,0,1,1,1,11.752702713012695,0.036732178181409836,1.0239070653915405
165,0,0,10,13,0,0,1,1,1,9.764780044555664,0.02606181800365448,1.0586265325546265
166,0,0,5,21,0,0,1,1,1,6.983378887176514,0.03867940604686737,1.0959053039550781
167,0,2,64,11,1,1,1,1,1,2.6105082035064697,0.0273189265280962,0.7745616436004639
168,0,0,12,8,1,1,1,1,1,4.99570369720459,0.02114594541490078,1.0918488502502441
169,1,0,81,25,0,0,1,1,1,10.304824829101562,0.04854010418057442,1.0419654846191406
170,0,0,7,17,0,0,1,1,1,8.117701530456543,0.03960435837507248,1.1451911926269531
171,1,2,105,8,1,1,1,1,1,3.7860147953033447,0.042632151395082474,1.2317850589752197
172,0,1,38,17,1,1,1,1,1,4.366994857788086,0.05927911028265953,1.1718567609786987
173,1,2,113,11,1,1,1,1,1,4.452879428863525,0.026032814756035805,1.0344619750976562
174,1,2,112,12,1,1,1,1,1,3.68416428565979,0.03020482324063778,1.0023659467697144
175,0,0,24,24,0,0,1,1,1,9.879778861999512,0.03442829102277756,1.0034927129745483
176,0,2,51,22,0,0,1,1,1,5.298709869384766,0.0433097779750824,0.6983709931373596
177,1,0,91,18,0,0,1,1,1,11.048670768737793,0.039508163928985596,0.9981877207756042
178,1,2,117,23,1,1,1,1,1,3.3305275440216064,0.029638031497597694,1.053697943687439
179,1,2,112,23,1,1,1,1,1,4.791197776794434,0.03538889065384865,1.0391892194747925
180,1,1,103,19,1,1,1,1,1,4.438845634460449,0.06307385116815567,1.1460317373275757
181,0,1,39,8,1,1,1,1,1,4.890230178833008,0.03830607980489731,1.169494867324829
182,0,1,39,22,1,1,1,1,1,4.688803195953369,0.08360078185796738,1.2156901359558105
183,0,2,50,21,1,1,1,1,1,1.6448688507080078,0.04331395402550697,0.7908587455749512
184,1,0,82,9,0,0,1,1,1,6.340821743011475,0.025074046105146408,1.0441471338272095
185,0,0,8,18,0,0,1,1,1,10.841390609741211,0.02746524102985859,1.1361960172653198
186,0,0,28,13,0,0,1,1,1,5.576033115386963,0.05166325345635414,1.0127631425857544
187,0,1,39,15,1,1,1,1,1,4.754293441772461,0.057197924703359604,1.2208908796310425
188,0,0,7,10,0,0,1,1,1,8.987994194030762,0.027918754145503044,1.0326358079910278
189,1,0,101,23,0,0,1,1,1,8.57595157623291,0.04077593982219696,0.9101232886314392
190,0,1,39,9,1,1,1,1,1,4.769209861755371,0.041317492723464966,1.2407435178756714
191,0,0,29,16,1,1,1,1,1,3.1238818168640137,0.04143540561199188,1.3409037590026855
192,0,0,4,10,0,0,1,1,1,9.622493743896484,0.020453814417123795,1.0792450904846191
193,0,1,38,22,1,1,1,1,1,4.442180633544922,0.07149771600961685,1.2091233730316162
194,1,0,100,16,0,0,1,1,1,6.145222187042236,0.04054950922727585,0.9965119361877441
195,1,2,107,18,1,1,1,1,1,1.387519121170044,0.04559267312288284,0.9474701881408691
196,1,0,72,10,0,0,1,1,1,12.238044738769531,0.024502387270331383,1.0469473600387573
197,1,2,113,17,1,1,1,1,1,4.449970722198486,0.037805721163749695,0.9737603664398193
198,0,1,39,12,1,1,1,1,1,4.747937202453613,0.042237263172864914,1.242037296295166
199,0,1,39,25,1,1,1,1,1,4.91233491897583,0.06861860305070877,1.2583320140838623
200,0,2,45,9,1,1,1,1,1,1.483736276626587,0.022012535482645035,0.7956094145774841
201,0,1,38,16,1,1,1,1,1,4.337847709655762,0.07613831758499146,1.1806509494781494
202,1,1,103,24,1,1,1,1,1,4.590776443481445,0.06299017369747162,1.1405619382858276
203,1,1,103,15,1,1,1,1,1,4.452332019805908,0.0510154664516449,1.1345789432525635
204,0,1,39,23,1,1,1,1,1,4.8866353034973145,0.05666171386837959,1.2717748880386353
205,1,1,104,22,1,1,1,1,1,4.25573205947876,0.081036776304245,1.1014413833618164
206,1,2,112,25,0,0,1,1,1,7.671411991119385,0.04553699865937233,1.0654407739639282
207,0,2,50,11,1,1,1,1,1,1.9409573078155518,0.030099282041192055,0.6858705878257751
208,1,2,110,20,1,1,1,1,1,1.2828660011291504,0.046561263501644135,0.952739417552948
209,0,1,39,24,1,1,1,1,1,4.792187213897705,0.0721542090177536,1.1539875268936157
210,1,1,103,12,1,1,1,1,1,4.526775360107422,0.052887000143527985,1.178452730178833
211,0,2,53,8,1,1,1,1,1,1.9068479537963867,0.030738474801182747,0.6962988972663879
212,1,1,103,22,1,1,1,1,1,4.388121128082275,0.04901272803544998,1.1828036308288574
213,0,2,52,22,1,1,1,1,1,1.120849847793579,0.050986967980861664,0.7498663663864136
214,1,1,104,25,1,1,1,1,1,4.331902980804443,0.07040955126285553,1.2171050310134888
215,0,1,38,9,1,1,1,1,1,4.487101078033447,0.04440300911664963,1.2165634632110596
216,0,0,15,14,0,0,1,1,1,11.599752426147461,0.03905143588781357,1.0997788906097412
217,1,2,107,10,1,1,1,1,1,1.6971479654312134,0.04196784645318985,0.9625541567802429
218,0,0,25,11,0,0,1,1,1,6.550532341003418,0.033414263278245926,0.9634916186332703
219,1,1,104,23,1,1,1,1,1,4.151207447052002,0.07385573536157608,1.0533660650253296
220,1,1,104,24,1,1,1,1,1,4.165735721588135,0.06252589076757431,1.1722732782363892
221,0,2,61,14,0,0,1,1,1,5.4344892501831055,0.030251700431108475,0.7051603198051453
222,0,0,37,9,0,0,1,1,1,10.591222763061523,0.0863710269331932,1.1650289297103882
223,0,0,37,13,0,0,1,1,1,13.587845802307129,0.1058478131890297,1.0399024486541748
224,0,2,41,19,1,1,1,1,1,2.97698712348938,0.09260387718677521,1.2213791608810425
225,1,0,101,17,0,0,1,1,1,11.267783164978027,0.0350201241672039,0.9645746350288391
226,1,1,103,21,1,1,1,1,1,4.3991923332214355,0.048897795379161835,1.1860628128051758
227,1,2,116,23,1,1,1,1,1,4.358773231506348,0.029939718544483185,1.0556237697601318
228,0,2,47,15,1,1,1,1,1,2.2375142574310303,0.03811607137322426,0.8118210434913635
229,1,2,106,10,1,1,1,1,1,1.8780908584594727,0.04187052696943283,1.0938409566879272
230,0,2,53,13,1,1,1,1,1,3.894392251968384,0.03472090885043144,0.7549083232879639
231,0,2,49,23,1,1,1,1,1,1.4105534553527832,0.054785147309303284,0.6950127482414246
232,0,0,26,10,1,1,1,1,1,4.372887134552002,0.03584950789809227,1.0568739175796509
233,1,0,76,14,0,0,1,1,1,12.024750709533691,0.02937784418463707,1.0284292697906494
234,1,0,66,25,0,0,1,1,1,8.448338508605957,0.032823771238327026,1.064244270324707
235,1,1,103,14,1,1,1,1,1,4.37985372543335,0.05252888426184654,1.1159405708312988
236,0,2,63,23,0,0,1,1,1,5.818805694580078,0.03268405795097351,0.7436971068382263
237,0,2,57,11,0,0,1,1,1,5.2469682693481445,0.029561834409832954,0.7227086424827576
238,0,2,52,12,1,1,1,1,1,3.6121559143066406,0.038068853318691254,0.723365306854248
239,0,0,4,21,0,0,1,1,1,12.96855640411377,0.03160941228270531,1.0649021863937378
240,1,0,76,25,0,0,1,1,1,9.581462860107422,0.05771144852042198,1.0244574546813965
241,1,0,100,15,0,0,1,1,1,8.287158012390137,0.03441329672932625,0.9777538776397705
242,1,2,119,17,1,1,1,1,1,2.41912841796875,0.02948671393096447,1.0945302248001099
243,0,0,7,24,0,0,1,1,1,10.172079086303711,0.02820834331214428,1.04460608959198
244,1,0,74,12,0,0,1,1,1,8.215622901916504,0.029998380690813065,1.0610109567642212
245,1,1,103,13,1,1,1,1,1,4.496603012084961,0.03742732107639313,1.1650168895721436
246,1,1,103,17,1,1,1,1,1,4.4057416915893555,0.04388871416449547,1.1613577604293823
247,0,1,39,25,1,1,1,1,1,4.801729679107666,0.07562931627035141,1.3428186178207397
248,1,1,103,20,1,1,1,1,1,4.430312633514404,0.05618134140968323,1.1283564567565918
249,1,2,117,12,1,1,1,1,1,3.59342098236084,0.029857460409402847,1.0420429706573486
250,1,2,120,8,1,1,1,1,1,4.5875654220581055,0.02115318365395069,1.0835399627685547
251,1,2,111,8,1,1,1,1,1,3.0199015140533447,0.026245981454849243,1.013999581336975
252,1,0,92,12,1,1,1,1,1,4.162817001342773,0.025115404278039932,0.997643232345581
253,0,0,35,25,0,0,1,1,1,6.901831150054932,0.03462933376431465,1.0452519655227661
254,0,2,43,24,0,0,1,1,1,5.912423133850098,0.054057445377111435,1.0017156600952148
255,0,1,39,22,1,1,1,1,1,4.722127437591553,0.0728069618344307,1.0840919017791748
256,0,2,41,15,1,1,1,1,1,2.4570515155792236,0.09977763146162033,1.2629386186599731
257,1,1,104,15,1,1,1,1,1,4.207222938537598,0.052544690668582916,1.1725891828536987
258,0,0,6,22,0,0,1,1,1,8.375143051147461,0.044925108551979065,1.0720678567886353
259,1,2,113,18,1,1,1,1,1,2.747986316680908,0.030180027708411217,1.0188493728637695
260,1,1,104,16,1,1,1,1,1,4.177318572998047,0.05439980328083038,1.0932228565216064
261,0,2,64,20,1,1,1,1,1,2.8342390060424805,0.03393495827913284,0.7664178013801575
262,0,2,64,23,0,0,1,1,1,5.0037407875061035,0.04515467956662178,0.8219770789146423
263,1,2,113,8,1,1,1,1,1,4.130249977111816,0.028727328404784203,1.0185816287994385
264,0,0,17,17,0,0,1,1,1,11.724959373474121,0.0318908728659153,1.0447702407836914
265,0,2,57,11,1,1,1,1,1,2.813539505004883,0.03520108014345169,0.7752156257629395
266,0,1,39,18,1,1,1,1,1,4.72133207321167,0.05717930197715759,1.2272981405258179
267,1,2,120,9,1,1,1,1,1,3.244049549102783,0.024344315752387047,1.0270215272903442
268,1,0,80,16,0,0,1,1,1,8.565014839172363,0.02659204974770546,1.0292878150939941
269,1,1,103,21,1,1,1,1,1,4.357837200164795,0.05455322191119194,1.1115124225616455
270,0,0,4,24,0,0,1,1,1,13.453153610229492,0.041758060455322266,1.1046961545944214
271,1,0,97,8,0,0,1,1,1,8.313481330871582,0.03454074636101723,0.9296668171882629
272,1,1,104,11,1,1,1,1,1,4.199898719787598,0.03806983307003975,1.2138502597808838
273,1,0,69,13,0,0,1,1,1,11.736307144165039,0.029527932405471802,1.0823529958724976
274,0,0,29,13,1,1,1,1,1,4.598953723907471,0.047031059861183167,1.2182937860488892
275,0,2,46,12,1,1,1,1,1,1.2355148792266846,0.03326456993818283,0.7497749924659729
276,0,0,33,21,1,1,1,1,1,4.8735880851745605,0.05887625366449356,0.912223756313324
277,0,1,38,23,1,1,1,1,1,4.399114608764648,0.07702869921922684,1.2568466663360596
278,1,0,96,21,1,1,1,1,1,4.8185882568359375,0.053565047681331635,0.9398166537284851
279,0,0,37,10,0,0,1,1,1,12.740482330322266,0.08733044564723969,1.159150242805481
280,0,0,11,12,0,0,1,1,1,7.959220886230469,0.030908027663826942,1.0744273662567139
281,0,2,60,22,1,1,1,1,1,2.884664535522461,0.04733005911111832,0.69526207447052
282,1,0,74,9,0,0,1,1,1,9.209763526916504,0.027974409982562065,1.0206629037857056
283,1,0,88,11,0,0,1,1,1,7.956191062927246,0.036338359117507935,1.0380949974060059
284,1,2,120,19,1,1,1,1,1,4.140475749969482,0.04547840729355812,1.1254957914352417
285,1,0,85,17,0,0,1,1,1,7.063159942626953,0.04138338193297386,1.0206691026687622
286,1,0,80,14,0,0,1,1,1,10.462737083435059,0.03206763416528702,1.0175830125808716
287,0,1,39,11,1,1,1,1,1,4.742511749267578,0.048167891800403595,1.198687195777893
288,0,1,39,8,1,1,1,1,1,4.781938076019287,0.033561721444129944,1.2111221551895142
289,1,0,90,20,0,0,1,1,1,9.814977645874023,0.05513375625014305,0.9924433827400208
290,1,0,96,15,0,0,1,1,1,9.2639799118042,0.047998618334531784,1.048231840133667
291,0,1,38,17,1,1,1,1,1,4.540193557739258,0.06203247234225273,1.2444608211517334
292,1,2,113,12,1,1,1,1,1,3.010796308517456,0.037736013531684875,1.004992961883545
293,0,1,38,13,1,1,1,1,1,4.421785354614258,0.0439605712890625,1.203883409500122
294,1,2,120,17,1,1,1,1,1,1.9850373268127441,0.03566766902804375,1.0358983278274536
295,0,2,56,23,1,1,1,1,1,1.836460828781128,0.03160545602440834,0.7008245587348938
296,1,0,72,12,0,0,1,1,1,9.895011901855469,0.026076851412653923,1.0578651428222656
297,1,0,73,20,0,0,1,1,1,8.158577919006348,0.035046372562646866,1.134494662284851
298,1,2,112,8,1,1,1,1,1,2.7993905544281006,0.022520674392580986,1.0113215446472168
299,1,0,78,17,0,0,1,1,1,7.961033344268799,0.03341899439692497,1.0614970922470093
